run,fold,AUPRC,AUROC,Accuracy,Precision,Recall,F1_Score
40,1,0.3785685794590125,0.8198237885462556,0.9190283400809717,0.0,0.0,0.0
40,2,0.23839985976062766,0.7901254509233834,0.917004048582996,0.0,0.0,0.0
40,3,0.2350391722960744,0.7728422979594035,0.917004048582996,0.0,0.0,0.0
40,4,0.2469964546781646,0.7718193075970494,0.917004048582996,0.0,0.0,0.0
40,5,0.3756686511020123,0.8869205298013245,0.9188640973630832,0.0,0.0,0.0
40,1,0.35830011925579264,0.8433370044052864,0.9190283400809717,0.0,0.0,0.0
40,2,0.38260544563055787,0.8286221935067033,0.917004048582996,0.0,0.0,0.0
40,3,0.31830566385377973,0.8235610832929521,0.917004048582996,0.0,0.0,0.0
40,4,0.23597560414309035,0.8193075970494805,0.917004048582996,0.0,0.0,0.0
40,5,0.2467960361551932,0.7964128035320088,0.9188640973630832,0.0,0.0,0.0
40,1,0.304241979375666,0.8290748898678415,0.9190283400809717,0.0,0.0,0.0
40,2,0.33075588007369483,0.8036935336240779,0.917004048582996,0.0,0.0,0.0
40,3,0.27877843560336546,0.820815161794002,0.917004048582996,0.0,0.0,0.0
40,4,0.2810409057532424,0.796424917891563,0.917004048582996,0.0,0.0,0.0
40,5,0.23940188591480027,0.7956401766004415,0.9188640973630832,0.0,0.0,0.0
40,1,0.43745417403294645,0.81784140969163,0.9190283400809717,0.0,0.0,0.0
40,2,0.27079932940789436,0.8476821192052981,0.917004048582996,0.0,0.0,0.0
40,3,0.2738896775881908,0.8453130888924782,0.917004048582996,0.0,0.0,0.0
40,4,0.24485544079027216,0.7690195445000808,0.917004048582996,0.0,0.0,0.0
40,5,0.2467214339779512,0.8077814569536423,0.9188640973630832,0.0,0.0,0.0
40,1,0.299850824960886,0.8136563876651983,0.9190283400809717,0.0,0.0,0.0
40,2,0.2607505640536183,0.8248532816453992,0.917004048582996,0.0,0.0,0.0
40,3,0.34661732587408184,0.8346524524847897,0.917004048582996,0.0,0.0,0.0
40,4,0.32543548937852673,0.8333064125343241,0.917004048582996,0.0,0.0,0.0
40,5,0.20807340672612756,0.7792770419426049,0.9188640973630832,0.0,0.0,0.0
40,1,0.23785753944365481,0.8139867841409691,0.9190283400809717,0.0,0.0,0.0
40,2,0.24702242281284653,0.770150218058472,0.917004048582996,0.0,0.0,0.0
40,3,0.2978029369077539,0.8097237926021644,0.917004048582996,0.0,0.0,0.0
40,4,0.27028682405284943,0.8145156948258223,0.917004048582996,0.0,0.0,0.0
40,5,0.4503850915077051,0.842384105960265,0.9188640973630832,0.0,0.0,0.0
40,1,0.3574587354310114,0.8735132158590309,0.9190283400809717,0.0,0.0,0.0
40,2,0.2912523453096563,0.8118774565229097,0.917004048582996,0.0,0.0,0.0
40,3,0.297039725502813,0.7808108544661605,0.917004048582996,0.0,0.0,0.0
40,4,0.2089719368908615,0.7911484412857375,0.917004048582996,0.0,0.0,0.0
40,5,0.3090143895825844,0.8040838852097131,0.9188640973630832,0.0,0.0,0.0
40,1,0.30829146714724526,0.8378854625550661,0.9190283400809717,0.0,0.0,0.0
40,2,0.26648685657769217,0.8052549399666182,0.917004048582996,0.0,0.0,0.0
40,3,0.2062011158329035,0.804985731976525,0.917004048582996,0.0,0.0,0.0
40,4,0.2976523040720134,0.7605125720131374,0.917004048582996,0.0,0.0,0.0
40,5,0.42607284186043487,0.842384105960265,0.9188640973630832,0.0,0.0,0.0
40,1,0.3321703409873287,0.7738436123348018,0.9190283400809717,0.0,0.0,0.0
40,2,0.2641379582699408,0.8310450654175415,0.917004048582996,0.0,0.0,0.0
40,3,0.2867668996469824,0.8136542292575244,0.917004048582996,0.0,0.0,0.0
40,4,0.2223725548068501,0.8007860873310719,0.917004048582996,0.0,0.0,0.0
40,5,0.30076750949148323,0.7948123620309051,0.9188640973630832,0.0,0.0,0.0
40,1,0.2521027696717134,0.7715308370044053,0.9190283400809717,0.0,0.0,0.0
40,2,0.22947053404751638,0.7905561837075324,0.917004048582996,0.0,0.0,0.0
40,3,0.3062596803867244,0.8201152210197599,0.917004048582996,0.0,0.0,0.0
40,4,0.32166784574723073,0.8442362569321058,0.917004048582996,0.0,0.0,0.0
40,5,0.3051258157744965,0.7940397350993377,0.9188640973630832,0.0,0.0,0.0
40,1,0.26723176069657056,0.8240088105726872,0.9190283400809717,0.0,0.0,0.0
40,2,0.31340747354355164,0.8390136219242987,0.917004048582996,0.0,0.0,0.0
40,3,0.33260509905545954,0.7772034673989123,0.917004048582996,0.0,0.0,0.0
40,4,0.22378935427827218,0.7644430086684973,0.917004048582996,0.0,0.0,0.0
40,5,0.3204303778965703,0.8677704194260485,0.9188640973630832,0.0,0.0,0.0
40,1,0.2584946083016533,0.8150330396475771,0.9190283400809717,0.0,0.0,0.0
40,2,0.3184424380363413,0.8056318311527485,0.917004048582996,0.0,0.0,0.0
40,3,0.39453367488342844,0.8306143326333926,0.917004048582996,0.0,0.0,0.0
40,4,0.277135218973201,0.780164755289937,0.917004048582996,0.0,0.0,0.0
40,5,0.24819858197640887,0.8055739514348786,0.9188640973630832,0.0,0.0,0.0
40,1,0.24338344617790675,0.7697687224669604,0.9190283400809717,0.0,0.0,0.0
40,2,0.22854967424210962,0.7389220912076669,0.917004048582996,0.0,0.0,0.0
40,3,0.3169661349856112,0.8453669304904969,0.917004048582996,0.0,0.0,0.0
40,4,0.312543286603782,0.8055779895547299,0.917004048582996,0.0,0.0,0.0
40,5,0.4106593659874936,0.8692052980132451,0.9188640973630832,0.0,0.0,0.0
40,1,0.23409181438460402,0.8039647577092511,0.9190283400809717,0.0,0.0,0.0
