run,fold,AUPRC,AUROC,Accuracy,Precision,Recall,F1_Score
10,5,0.32513262389473013,0.7984676308539945,0.6759493670886076,0.17567567567567569,0.8125,0.2888888888888889
11,1,0.27045606557307733,0.8081955922865014,0.7215189873417721,0.18548387096774194,0.71875,0.2948717948717949
11,2,0.31457649518186825,0.8458161157024794,0.7518987341772152,0.21551724137931033,0.78125,0.33783783783783783
11,3,0.394418830108406,0.8550275482093663,0.6860759493670886,0.1891891891891892,0.875,0.3111111111111111
11,4,0.18578546718286762,0.7889118457300276,0.7569620253164557,0.2037037037037037,0.6875,0.3142857142857142
11,5,0.37675111761088176,0.8527892561983471,0.7113924050632912,0.19852941176470587,0.84375,0.32142857142857145
12,1,0.34754113991985464,0.7951962809917356,0.7012658227848101,0.16923076923076924,0.6875,0.2716049382716049
12,2,0.34663978202411166,0.8465048209366391,0.7620253164556962,0.21818181818181817,0.75,0.3380281690140845
12,3,0.29903020602730573,0.859762396694215,0.6886075949367089,0.19047619047619047,0.875,0.3128491620111732
12,4,0.29140324766889714,0.8185261707988981,0.6455696202531646,0.16666666666666666,0.84375,0.2783505154639175
12,5,0.2748472096905486,0.7862431129476584,0.7215189873417721,0.19047619047619047,0.75,0.3037974683544304
13,1,0.2517369662963388,0.8118973829201102,0.6860759493670886,0.18055555555555555,0.8125,0.29545454545454547
13,2,0.3100731136422328,0.8143939393939394,0.7088607594936709,0.183206106870229,0.75,0.294478527607362
13,3,0.27370051272383483,0.8008780991735538,0.7265822784810126,0.1885245901639344,0.71875,0.2987012987012987
13,4,0.30482291887405855,0.8503787878787877,0.7341772151898734,0.21705426356589147,0.875,0.3478260869565218
13,5,0.38310776839465,0.8297176308539945,0.6936708860759494,0.18439716312056736,0.8125,0.3005780346820809
14,1,0.34531897322818267,0.784349173553719,0.779746835443038,0.19101123595505617,0.53125,0.28099173553719003
14,2,0.28798811779233263,0.8443526170798897,0.7037974683544304,0.18518518518518517,0.78125,0.29940119760479045
14,3,0.34800224687551357,0.8506370523415977,0.7417721518987341,0.20833333333333334,0.78125,0.32894736842105265
14,4,0.2771508474811685,0.8056129476584022,0.7240506329113924,0.1968503937007874,0.78125,0.3144654088050315
14,5,0.2991705044136645,0.8508092286501377,0.7265822784810126,0.21641791044776118,0.90625,0.34939759036144574
15,1,0.2679353525555912,0.828254132231405,0.7518987341772152,0.22033898305084745,0.8125,0.3466666666666666
15,2,0.34401380288749334,0.8398760330578512,0.7341772151898734,0.2032520325203252,0.78125,0.3225806451612903
15,3,0.25938534386506623,0.8113808539944903,0.7670886075949367,0.2222222222222222,0.75,0.34285714285714286
15,4,0.23280697906470177,0.7852961432506886,0.6708860759493671,0.17763157894736842,0.84375,0.2934782608695652
15,5,0.40199379059695656,0.8546831955922866,0.7848101265822784,0.23232323232323232,0.71875,0.35114503816793896
16,1,0.2228222424296486,0.8028581267217632,0.7265822784810126,0.203125,0.8125,0.325
16,2,0.5078999172524761,0.8871384297520661,0.7493670886075949,0.232,0.90625,0.3694267515923567
16,3,0.1885738718418216,0.7676480716253444,0.6379746835443038,0.1509433962264151,0.75,0.2513089005235602
16,4,0.3616771109464035,0.8502066115702479,0.7215189873417721,0.2,0.8125,0.3209876543209877
16,5,0.3172834657809539,0.8100895316804408,0.6936708860759494,0.17518248175182483,0.75,0.28402366863905326
17,1,0.278363558463257,0.8018250688705233,0.6632911392405063,0.16556291390728478,0.78125,0.273224043715847
17,2,0.26662067023701574,0.859418044077135,0.6962025316455697,0.19863013698630136,0.90625,0.3258426966292135
17,3,0.2922990114238105,0.8143078512396694,0.6784810126582278,0.18543046357615894,0.875,0.3060109289617486
17,4,0.45281958361074215,0.8985881542699725,0.7518987341772152,0.22950819672131148,0.875,0.36363636363636365
17,5,0.31327452807997036,0.7381198347107437,0.7265822784810126,0.16071428571428573,0.5625,0.25000000000000006
18,1,0.3665068440227288,0.8338498622589532,0.759493670886076,0.21621621621621623,0.75,0.3356643356643357
18,2,0.28241486863363197,0.8704373278236914,0.7215189873417721,0.22142857142857142,0.96875,0.36046511627906974
18,3,0.3526619914222883,0.8431473829201102,0.7088607594936709,0.1925925925925926,0.8125,0.311377245508982
18,4,0.21799318009517804,0.7673898071625345,0.7341772151898734,0.1826086956521739,0.65625,0.2857142857142857
18,5,0.3619808520814667,0.8395316804407713,0.7012658227848101,0.18840579710144928,0.8125,0.3058823529411765
19,1,0.2610380276234795,0.8047520661157024,0.6911392405063291,0.1590909090909091,0.65625,0.25609756097560976
19,2,0.3030135765019088,0.8442665289256199,0.7620253164556962,0.21818181818181817,0.75,0.3380281690140845
19,3,0.39551037466721534,0.878013085399449,0.7367088607594937,0.21875,0.875,0.35
19,4,0.25304120493216486,0.8350550964187329,0.7088607594936709,0.19708029197080293,0.84375,0.3195266272189349
19,5,0.32121790138471285,0.7767734159779615,0.7265822784810126,0.17796610169491525,0.65625,0.27999999999999997
20,1,0.27174328553276805,0.7818526170798898,0.6936708860759494,0.17037037037037037,0.71875,0.2754491017964072
20,2,0.3858409988165352,0.8490013774104683,0.7215189873417721,0.20454545454545456,0.84375,0.32926829268292684
20,3,0.38549458481777116,0.868543388429752,0.7544303797468355,0.21739130434782608,0.78125,0.34013605442176875
20,4,0.23335277586826325,0.787362258953168,0.7316455696202532,0.19166666666666668,0.71875,0.3026315789473684
20,5,0.31472335681056607,0.8269628099173554,0.7468354430379747,0.21666666666666667,0.8125,0.34210526315789475
21,1,0.24953743448889995,0.8495179063360881,0.7139240506329114,0.20863309352517986,0.90625,0.33918128654970764
21,2,0.24708556987520014,0.822141873278237,0.739240506329114,0.19658119658119658,0.71875,0.3087248322147651
21,3,0.3925859628360237,0.8445247933884297,0.7113924050632912,0.19402985074626866,0.8125,0.3132530120481928
21,4,0.3224165581334134,0.8133608815426998,0.7518987341772152,0.20535714285714285,0.71875,0.3194444444444445
21,5,0.19609810463602595,0.7661845730027548,0.7088607594936709,0.1732283464566929,0.6875,0.27672955974842767
22,1,0.3224116612254113,0.865874655647383,0.7518987341772152,0.22033898305084745,0.8125,0.3466666666666666
22,2,0.42240980462834327,0.850034435261708,0.739240506329114,0.2066115702479339,0.78125,0.32679738562091504
22,3,0.2744986008521528,0.7689393939393939,0.7367088607594937,0.16037735849056603,0.53125,0.2463768115942029
22,4,0.24331559946790873,0.8026859504132231,0.7088607594936709,0.1925925925925926,0.8125,0.311377245508982
22,5,0.292847993034986,0.8197314049586777,0.7240506329113924,0.192,0.75,0.30573248407643316
23,1,0.24325743361916813,0.8111225895316805,0.6911392405063291,0.18309859154929578,0.8125,0.2988505747126437
23,2,0.3944970081316325,0.8632920110192837,0.7215189873417721,0.21323529411764705,0.90625,0.34523809523809523
23,3,0.40709268951766087,0.8248106060606061,0.8202531645569621,0.2328767123287671,0.53125,0.32380952380952377
23,4,0.26343314926954625,0.8378099173553718,0.6734177215189874,0.1910828025477707,0.9375,0.3174603174603175
23,5,0.31642112595119354,0.8376377410468319,0.7088607594936709,0.19708029197080293,0.84375,0.3195266272189349
24,1,0.29380915704443916,0.7960571625344353,0.6632911392405063,0.15172413793103448,0.6875,0.24858757062146894
24,2,0.25869606565036757,0.8471074380165289,0.7721518987341772,0.24107142857142858,0.84375,0.375
24,3,0.32180051492705325,0.8071625344352618,0.6379746835443038,0.15527950310559005,0.78125,0.25906735751295334
24,4,0.3525411540191271,0.8650137741046832,0.7240506329113924,0.21897810218978103,0.9375,0.3550295857988166
24,5,0.340765812831913,0.8368629476584022,0.7569620253164557,0.21929824561403508,0.78125,0.3424657534246575
25,1,0.29296168199977574,0.8302341597796143,0.7316455696202532,0.19672131147540983,0.75,0.3116883116883117
25,2,0.3408629257733474,0.8236914600550964,0.6759493670886076,0.17567567567567569,0.8125,0.2888888888888889
25,3,0.25827635930528436,0.847021349862259,0.7620253164556962,0.22321428571428573,0.78125,0.3472222222222222
25,4,0.2678826164814573,0.7936466942148761,0.7139240506329114,0.176,0.6875,0.2802547770700637
25,5,0.3015779927191599,0.8505509641873279,0.7544303797468355,0.226890756302521,0.84375,0.35761589403973504
26,1,0.2610040530259209,0.8314393939393939,0.7493670886075949,0.2184873949579832,0.8125,0.3443708609271523
26,2,0.31663606533346894,0.8429752066115703,0.7012658227848101,0.19718309859154928,0.875,0.3218390804597701
26,3,0.17502974330232174,0.7648071625344353,0.7037974683544304,0.18045112781954886,0.75,0.2909090909090909
26,4,0.3755383709848018,0.8743973829201103,0.7063291139240506,0.20422535211267606,0.90625,0.33333333333333337
26,5,0.3686543970522522,0.8100034435261708,0.6632911392405063,0.16556291390728478,0.78125,0.273224043715847
27,1,0.18739486333614813,0.7814221763085399,0.7012658227848101,0.16923076923076924,0.6875,0.2716049382716049
27,2,0.266245841118816,0.8396177685950413,0.7037974683544304,0.1897810218978102,0.8125,0.30769230769230765
27,3,0.5117552254229528,0.8955750688705234,0.7215189873417721,0.208955223880597,0.875,0.3373493975903615
27,4,0.2049388445445171,0.7634297520661157,0.7367088607594937,0.17857142857142858,0.625,0.2777777777777778
27,5,0.44772536197765295,0.8732782369146005,0.7367088607594937,0.21875,0.875,0.35
28,1,0.29576660838909086,0.8302341597796143,0.7569620253164557,0.22413793103448276,0.8125,0.35135135135135137
28,2,0.22523113290220187,0.7951962809917354,0.7189873417721518,0.1623931623931624,0.59375,0.2550335570469799
28,3,0.3010235935571542,0.8143939393939394,0.7063291139240506,0.18181818181818182,0.75,0.2926829268292683
28,4,0.4561262306372144,0.8815426997245179,0.739240506329114,0.2204724409448819,0.875,0.3522012578616352
28,5,0.20272772557128493,0.7736742424242424,0.7468354430379747,0.19090909090909092,0.65625,0.295774647887324
29,1,0.27779974555005094,0.8365185950413224,0.7670886075949367,0.22727272727272727,0.78125,0.352112676056338
29,2,0.3211258447329371,0.8363464187327824,0.7189873417721518,0.1984732824427481,0.8125,0.31901840490797545
29,3,0.2745377412100438,0.7891701101928374,0.6810126582278481,0.16428571428571428,0.71875,0.26744186046511625
29,4,0.36964154322853304,0.8254993112947658,0.7316455696202532,0.20634920634920634,0.8125,0.3291139240506329
29,5,0.3504187931518289,0.8695764462809917,0.7088607594936709,0.2097902097902098,0.9375,0.34285714285714286
30,1,0.3103837978328471,0.8495179063360881,0.7493670886075949,0.22764227642276422,0.875,0.3612903225806452
30,2,0.2604222582241013,0.8224001377410468,0.7139240506329114,0.19548872180451127,0.8125,0.3151515151515151
30,3,0.24931462747179642,0.7916666666666666,0.6886075949367089,0.1678832116788321,0.71875,0.272189349112426
30,4,0.28633264954713544,0.834452479338843,0.7367088607594937,0.19491525423728814,0.71875,0.30666666666666664
30,5,0.4072551246969318,0.8347107438016529,0.7139240506329114,0.19548872180451127,0.8125,0.3151515151515151
