run,fold,AUPRC,AUROC,Accuracy,Precision,Recall,F1_Score
20,1,0.34470440813625164,0.8277533039647578,0.9190283400809717,0.0,0.0,0.0
20,2,0.2366649433005085,0.7977171162440101,0.917004048582996,0.0,0.0,0.0
20,3,0.28571192471851137,0.7694233564852205,0.917004048582996,0.0,0.0,0.0
20,4,0.3747946239739291,0.8324987885640446,0.917004048582996,0.0,0.0,0.0
20,5,0.36334899238081775,0.8675496688741722,0.9188640973630832,0.0,0.0,0.0
20,1,0.2988842798129709,0.85181718061674,0.9190283400809717,0.0,0.0,0.0
20,2,0.3340715287899102,0.8326603133581004,0.917004048582996,0.0,0.0,0.0
20,3,0.31897340527615686,0.8048242071824692,0.917004048582996,0.0,0.0,0.0
20,4,0.3037799805408436,0.8385290475421311,0.917004048582996,0.0,0.0,0.0
20,5,0.24538213848512372,0.7998344370860927,0.9188640973630832,0.0,0.0,0.0
20,1,0.26754019946859187,0.8225770925110132,0.9190283400809717,0.0,0.0,0.0
20,2,0.28418811119504267,0.8084315942497173,0.917004048582996,0.0,0.0,0.0
20,3,0.3278795382813529,0.7776880417810801,0.917004048582996,0.0,0.0,0.0
20,4,0.39679416588893557,0.847682119205298,0.917004048582996,0.0,0.0,0.0
20,5,0.32537709852988483,0.8552980132450331,0.9188640973630832,0.0,0.0,0.0
20,1,0.3811846107680319,0.8564427312775331,0.9190283400809717,0.0,0.0,0.0
20,2,0.252869854979853,0.8239379744790826,0.917004048582996,0.0,0.0,0.0
20,3,0.30937674894598605,0.8313142734076346,0.917004048582996,0.0,0.0,0.0
20,4,0.25856033064708844,0.7516287083400636,0.917004048582996,0.0,0.0,0.0
20,5,0.4122283493247317,0.8280353200883003,0.9188640973630832,0.0,0.0,0.0
20,1,0.3239562864887729,0.8230726872246696,0.9190283400809717,0.0,0.0,0.0
20,2,0.2842104112438631,0.8203305874118345,0.917004048582996,0.0,0.0,0.0
20,3,0.3875121891417721,0.8454746136865342,0.917004048582996,0.0,0.0,0.0
20,4,0.322214606874918,0.8294836590750013,0.917004048582996,0.0,0.0,0.0
20,5,0.21782351936031213,0.7880242825607063,0.9188640973630832,0.0,0.0,0.0
20,1,0.2788450832539213,0.826101321585903,0.9190283400809717,0.0,0.0,0.0
20,2,0.2611008277578251,0.7676465837506058,0.917004048582996,0.0,0.0,0.0
20,3,0.3183926471235455,0.8123081893070586,0.917004048582996,0.0,0.0,0.0
20,4,0.30334386076960096,0.8406827114628762,0.917004048582996,0.0,0.0,0.0
20,5,0.41127063673072106,0.8188741721854305,0.9188640973630832,0.0,0.0,0.0
20,1,0.4582386389028228,0.8769823788546256,0.9190283400809717,0.0,0.0,0.0
20,2,0.33303807093679105,0.8135465460614871,0.917004048582996,0.0,0.0,0.0
20,3,0.3512347323747728,0.8063856135250094,0.917004048582996,0.0,0.0,0.0
20,4,0.2014794972863109,0.7858719646799117,0.917004048582996,0.0,0.0,0.0
